wave,inten,std
5999.497,3.945,0.141
6003.875,4.254,0.145
6008.254,4.171,0.142
6012.632,3.993,0.139
6017.010,3.869,0.138
6021.388,4.055,0.141
6025.767,3.932,0.139
6030.145,3.655,0.135
6034.523,3.638,0.135
6038.902,4.003,0.139
6043.280,3.895,0.138
6047.659,3.614,0.134
6052.037,3.919,0.138
6056.416,3.874,0.136
6060.794,3.862,0.137
6065.173,4.470,0.145
6069.551,4.198,0.139
6073.930,3.977,0.138
6078.309,3.814,0.136
6082.687,3.850,0.137
6087.066,3.974,0.138
6091.445,4.443,0.144
6095.824,4.274,0.142
6100.202,4.422,0.144
6104.581,4.692,0.147
6108.960,4.244,0.144
6113.339,4.495,0.147
6117.718,4.877,0.152
6122.097,4.344,0.145
6126.476,4.220,0.143
6130.855,4.461,0.144
6135.234,4.351,0.142
6139.613,4.198,0.140
6143.993,4.109,0.139
6148.372,4.130,0.140
6152.751,3.993,0.138
6157.130,4.175,0.142
6161.510,3.897,0.138
6165.889,3.953,0.138
6170.268,3.868,0.134
6174.648,4.000,0.137
6179.027,4.147,0.138
6183.407,3.646,0.131
6187.787,3.730,0.133
6192.166,4.055,0.136
6196.546,3.530,0.130
6200.926,3.622,0.130
6205.305,3.753,0.132
6209.685,4.048,0.136
6214.065,4.307,0.138
6218.445,4.282,0.139
6222.825,3.767,0.132
6227.205,4.342,0.139
6231.585,4.067,0.136
6235.965,3.665,0.130
6240.345,3.807,0.132
6244.725,3.778,0.132
6249.106,4.100,0.136
6253.486,3.647,0.131
6257.866,4.009,0.136
6262.247,4.040,0.135
6266.627,3.453,0.127
6271.008,4.012,0.133
6275.388,3.966,0.132
6279.769,3.412,0.126
6284.149,3.541,0.127
6288.530,3.906,0.132
6292.911,4.330,0.138
6297.292,3.725,0.130
6301.673,4.276,0.138
6306.054,4.202,0.136
6310.435,4.567,0.140
6314.816,5.494,0.151
6319.197,5.617,0.151
6323.578,5.846,0.154
6327.959,6.014,0.155
6332.341,5.445,0.149
6336.722,4.851,0.143
6341.103,4.722,0.139
6345.485,4.202,0.134
6349.866,3.979,0.131
6354.248,4.065,0.132
6358.630,3.842,0.128
6363.011,4.377,0.135
6367.393,4.100,0.131
6371.775,7.505,0.169
6376.157,4.705,0.138
6380.539,4.322,0.134
6384.921,4.423,0.135
6389.303,4.454,0.135
6393.685,4.511,0.136
6398.067,4.857,0.139
6402.450,4.592,0.135
6406.832,4.587,0.136
6411.215,4.377,0.133
6415.597,4.437,0.134
6419.980,4.002,0.127
6424.362,3.864,0.126
6428.745,4.156,0.129
6433.128,4.150,0.130
6437.511,3.652,0.123
6441.894,3.959,0.126
6446.277,4.489,0.133
6450.660,4.178,0.130
6455.043,3.920,0.126
6459.426,4.373,0.131
6463.810,4.270,0.131
6468.193,3.621,0.121
6472.576,3.862,0.124
6476.960,4.017,0.126
6481.344,3.823,0.123
6485.727,4.098,0.127
6490.111,3.773,0.123
6494.495,3.974,0.125
6498.879,4.240,0.129
6503.263,4.020,0.126
6507.647,4.020,0.127
